"State" "County"
"1906" "ND" "Mountrail "
"1907" "ND" "Nelson "
"1908" "ND" "Oliver "
"1909" "ND" "Pembina "
"1910" "ND" "Pierce "
"1911" "ND" "Ramsey "
"1912" "ND" "Ransom "
"1913" "ND" "Renville "
"1914" "ND" "Richland "
"1915" "ND" "Rolette "
"1916" "ND" "Sargent "
"1917" "ND" "Sheridan "
"1918" "ND" "Sioux "
"1919" "ND" "Slope "
"1920" "ND" "Stark "
"1921" "ND" "Steele "
"1922" "ND" "Stutsman "
"1923" "ND" "Towner "
"1924" "ND" "Traill "
"1925" "ND" "Walsh "
"1926" "ND" "Ward "
"1927" "ND" "Wells "
"1928" "ND" "Williams "
"1929" "OH" "Adams "
"1930" "OH" "Allen "
"1931" "OH" "Ashland "
"1932" "OH" "Ashtabula "
"1933" "OH" "Athens "
"1934" "OH" "Auglaize "
"1935" "OH" "Belmont "
"1936" "OH" "Brown "
"1937" "OH" "Butler "
"1938" "OH" "Carroll "
"1939" "OH" "Champaign "
"1940" "OH" "Clark "
"1941" "OH" "Clermont "
"1942" "OH" "Clinton "
"1943" "OH" "Columbiana "
"1944" "OH" "Coshocton "
"1945" "OH" "Crawford "
"1946" "OH" "Cuyahoga "
"1947" "OH" "Darke "
"1948" "OH" "Defiance "
"1949" "OH" "Delaware "
"1950" "OH" "Erie "
"1951" "OH" "Fairfield "
"1952" "OH" "Fayette "
"1953" "OH" "Franklin "
"1954" "OH" "Fulton "
"1955" "OH" "Gallia "
"1956" "OH" "Geauga "
"1957" "OH" "Greene "
"1958" "OH" "Guernsey "
"1959" "OH" "Hamilton "
"1960" "OH" "Hancock "
"1961" "OH" "Hardin "
"1962" "OH" "Harrison "
"1963" "OH" "Henry "
"1964" "OH" "Highland "
"1965" "OH" "Hocking "
"1966" "OH" "Holmes "
"1967" "OH" "Huron "
"1968" "OH" "Jackson "
"1969" "OH" "Jefferson "
"1970" "OH" "Knox "
"1971" "OH" "Lake "
"1972" "OH" "Lawrence "
"1973" "OH" "Licking "
"1974" "OH" "Logan "
"1975" "OH" "Lorain "
"1976" "OH" "Lucas "
"1977" "OH" "Madison "
"1978" "OH" "Mahoning "
"1979" "OH" "Marion "
"1980" "OH" "Medina "
"1981" "OH" "Meigs "
"1982" "OH" "Mercer "
"1983" "OH" "Miami "
"1984" "OH" "Monroe "
"1985" "OH" "Montgomery "
"1986" "OH" "Morgan "
"1987" "OH" "Morrow "
"1988" "OH" "Muskingum "
"1989" "OH" "Noble "
"1990" "OH" "Ottawa "
"1991" "OH" "Paulding "
"1992" "OH" "Perry "
"1993" "OH" "Pickaway "
"1994" "OH" "Pike "
"1995" "OH" "Portage "
"1996" "OH" "Preble "
"1997" "OH" "Putnam "
"1998" "OH" "Richland "
"1999" "OH" "Ross "
"2000" "OH" "Sandusky "
"2001" "OH" "Scioto "
"2002" "OH" "Seneca "
"2003" "OH" "Shelby "
"2004" "OH" "Stark "
"2005" "OH" "Summit "
"2006" "OH" "Trumbull "
"2007" "OH" "Tuscarawas "
"2008" "OH" "Union "
"2009" "OH" "Van Wert "
"2010" "OH" "Vinton "
"2011" "OH" "Warren "
"2012" "OH" "Washington "
"2013" "OH" "Wayne "
"2014" "OH" "Williams "
"2015" "OH" "Wood "
"2016" "OH" "Wyandot "
"2017" "OK" "Adair "
"2018" "OK" "Alfalfa "
"2019" "OK" "Atoka "
"2020" "OK" "Beaver "
"2021" "OK" "Beckham "
"2022" "OK" "Blaine "
"2023" "OK" "Bryan "
"2024" "OK" "Caddo "
"2025" "OK" "Canadian "
"2026" "OK" "Carter "
"2027" "OK" "Cherokee "
"2028" "OK" "Choctaw "
"2029" "OK" "Cimarron "
"2030" "OK" "Cleveland "
"2031" "OK" "Coal "
"2032" "OK" "Comanche "
"2033" "OK" "Cotton "
"2034" "OK" "Craig "
"2035" "OK" "Creek "
"2036" "OK" "Custer "
"2037" "OK" "Delaware "
"2038" "OK" "Dewey "
"2039" "OK" "Ellis "
"2040" "OK" "Garfield "
"2041" "OK" "Garvin "
"2042" "OK" "Grady "
"2043" "OK" "Grant "
"2044" "OK" "Greer "
"2045" "OK" "Harmon "
"2046" "OK" "Harper "
"2047" "OK" "Haskell "
"2048" "OK" "Hughes "
"2049" "OK" "Jackson "
"2050" "OK" "Jefferson "
"2051" "OK" "Johnston "
"2052" "OK" "Kay "
"2053" "OK" "Kingfisher "
"2054" "OK" "Kiowa "
"2055" "OK" "Latimer "
"2056" "OK" "Le Flore "
"2057" "OK" "Lincoln "
"2058" "OK" "Logan "
"2059" "OK" "Love "
"2060" "OK" "Major "
"2061" "OK" "Marshall "
"2062" "OK" "Mayes "
"2063" "OK" "Mc Clain "
"2064" "OK" "Mc Curtain "
"2065" "OK" "Mc Intosh "
"2066" "OK" "Murray "
"2067" "OK" "Muskogee "
"2068" "OK" "Noble "
"2069" "OK" "Nowata "
"2070" "OK" "Okfuskee "
"2071" "OK" "Oklahoma "
"2072" "OK" "Okmulgee "
"2073" "OK" "Osage "
"2074" "OK" "Ottawa "
"2075" "OK" "Pawnee "
"2076" "OK" "Payne "
"2077" "OK" "Pittsburg "
"2078" "OK" "Pontotoc "
"2079" "OK" "Pottawatomie "
"2080" "OK" "Pushmataha "
"2081" "OK" "Roger Mills "
"2082" "OK" "Rogers "
"2083" "OK" "Seminole "
"2084" "OK" "Sequoyah "
"2085" "OK" "Stephens "
"2086" "OK" "Texas "
"2087" "OK" "Tillman "
"2088" "OK" "Tulsa "
"2089" "OK" "Wagoner "
"2090" "OK" "Washington "
"2091" "OK" "Washita "
"2092" "OK" "Woods "
"2093" "OK" "Woodward "
"2094" "OR" "Baker "
"2095" "OR" "Benton "
"2096" "OR" "Clackamas "
"2097" "OR" "Clatsop "
"2098" "OR" "Columbia "
"2099" "OR" "Coos "
"2100" "OR" "Crook "
"2101" "OR" "Curry "
"2102" "OR" "Deschutes "
"2103" "OR" "Douglas "
"2104" "OR" "Gilliam "
"2105" "OR" "Grant "
"2106" "OR" "Harney "
"2107" "OR" "Hood River "
"2108" "OR" "Jackson "
"2109" "OR" "Jefferson "
"2110" "OR" "Josephine "
"2111" "OR" "Klamath "
"2112" "OR" "Lake "
"2113" "OR" "Lane "
"2114" "OR" "Lincoln "
"2115" "OR" "Linn "
"2116" "OR" "Malheur "
"2117" "OR" "Marion "
"2118" "OR" "Morrow "
"2119" "OR" "Multnomah "
"2120" "OR" "Polk "
"2121" "OR" "Sherman "
"2122" "OR" "Tillamook "
"2123" "OR" "Umatilla "
"2124" "OR" "Union "
"2125" "OR" "Wallowa "
"2126" "OR" "Wasco "
"2127" "OR" "Washington "
"2128" "OR" "Wheeler "
"2129" "OR" "Yamhill "
"2130" "PA" "Adams "
"2131" "PA" "Allegheny "
"2132" "PA" "Armstrong "
"2133" "PA" "Beaver "
"2134" "PA" "Bedford "
"2135" "PA" "Berks "
"2136" "PA" "Blair "
"2137" "PA" "Bradford "
"2138" "PA" "Bucks "
"2139" "PA" "Butler "
"2140" "PA" "Cambria "
"2141" "PA" "Cameron "
"2142" "PA" "Carbon "
"2143" "PA" "Centre "
"2144" "PA" "Chester "
"2145" "PA" "Clarion "
"2146" "PA" "Clearfield "
"2147" "PA" "Clinton "
"2148" "PA" "Columbia "
"2149" "PA" "Crawford "
"2150" "PA" "Cumberland "
"2151" "PA" "Dauphin "
"2152" "PA" "Delaware "
"2153" "PA" "Elk "
"2154" "PA" "Erie "
"2155" "PA" "Fayette "
"2156" "PA" "Forest "
"2157" "PA" "Franklin "
"2158" "PA" "Fulton "
"2159" "PA" "Greene "
"2160" "PA" "Huntingdon "
"2161" "PA" "Indiana "
"2162" "PA" "Jefferson "
"2163" "PA" "Juniata "
"2164" "PA" "Lackawanna "
"2165" "PA" "Lancaster "
"2166" "PA" "Lawrence "
"2167" "PA" "Lebanon "
"2168" "PA" "Lehigh "
"2169" "PA" "Luzerne "
"2170" "PA" "Lycoming "
"2171" "PA" "Mc Kean "
"2172" "PA" "Mercer "
"2173" "PA" "Mifflin "
"2174" "PA" "Monroe "
"2175" "PA" "Montgomery "
"2176" "PA" "Montour "
"2177" "PA" "Northampton "
"2178" "PA" "Northumberland "
"2179" "PA" "Perry "
"2180" "PA" "Philadelphia "
"2181" "PA" "Pike "
"2182" "PA" "Potter "
"2183" "PA" "Schuylkill "
"2184" "PA" "Snyder "
"2185" "PA" "Somerset "
"2186" "PA" "Sullivan "
"2187" "PA" "Susquehanna "
"2188" "PA" "Tioga "
"2189" "PA" "Union "
"2190" "PA" "Venango "
"2191" "PA" "Warren "
"2192" "PA" "Washington "
"2193" "PA" "Wayne "
"2194" "PA" "Westmoreland "
"2195" "PA" "Wyoming "
"2196" "PA" "York "
"2197" "RI" "Bristol "
"2198" "RI" "Kent "
"2199" "RI" "Newport "
"2200" "RI" "Providence "
"2201" "RI" "Washington "
"2202" "RI" "Washington (Block Island)"
"2203" "SC" "Abbeville "
"2204" "SC" "Aiken "
"2205" "SC" "Allendale "
"2206" "SC" "Anderson "
"2207" "SC" "Bamberg "
"2208" "SC" "Barnwell "
"2209" "SC" "Beaufort "
"2210" "SC" "Berkeley "
"2211" "SC" "Calhoun "
"2212" "SC" "Charleston "
"2213" "SC" "Cherokee "
"2214" "SC" "Chester "
"2215" "SC" "Chesterfield "
"2216" "SC" "Clarendon "
"2217" "SC" "Colleton "
"2218" "SC" "Darlington "
"2219" "SC" "Dillon "
"2220" "SC" "Dorchester "
"2221" "SC" "Edgefield "
"2222" "SC" "Fairfield "
"2223" "SC" "Florence "
"2224" "SC" "Georgetown "
"2225" "SC" "Greenville "
"2226" "SC" "Greenwood "
"2227" "SC" "Hampton "
"2228" "SC" "Horry "
"2229" "SC" "Jasper "
"2230" "SC" "Kershaw "
"2231" "SC" "Lancaster "
"2232" "SC" "Laurens "
"2233" "SC" "Lee "
"2234" "SC" "Lexington "
"2235" "SC" "Marion "
"2236" "SC" "Marlboro "
"2237" "SC" "Mc Cormick "
"2238" "SC" "Newberry "
"2239" "SC" "Oconee "
"2240" "SC" "Orangeburg "
"2241" "SC" "Pickens "
"2242" "SC" "Richland "
"2243" "SC" "Saluda "
"2244" "SC" "Spartanburg "
"2245" "SC" "Sumter "
"2246" "SC" "Union "
"2247" "SC" "Williamsburg "
"2248" "SC" "York "
"2249" "SC" "Bulls Island"
"2250" "SC" "Cape Island"
"2251" "SC" "Cheraw"
"2252" "SC" "Folly Island"
"2253" "SC" "Hilton Head"
"2254" "SC" "Hunting Island"
"2255" "SC" "Isle Palms"
"2256" "SD" "Aurora "
"2257" "SD" "Beadle "
"2258" "SD" "Bennett "
"2259" "SD" "Bon Homme "
"2260" "SD" "Brookings "
"2261" "SD" "Brown "
"2262" "SD" "Brule "
"2263" "SD" "Buffalo "
"2264" "SD" "Butte "
"2265" "SD" "Campbell "
"2266" "SD" "Charles Mix "
"2267" "SD" "Clark "
"2268" "SD" "Clay "
"2269" "SD" "Codington "
"2270" "SD" "Corson "
"2271" "SD" "Custer "
"2272" "SD" "Davison "
"2273" "SD" "Day "
"2274" "SD" "Deuel "
"2275" "SD" "Dewey "
"2276" "SD" "Douglas "
"2277" "SD" "Edmunds "
"2278" "SD" "Fall River "
"2279" "SD" "Faulk "
"2280" "SD" "Grant "
"2281" "SD" "Gregory "
"2282" "SD" "Haakon "
"2283" "SD" "Hamlin "
"2284" "SD" "Hand "
"2285" "SD" "Hanson "
"2286" "SD" "Harding "
"2287" "SD" "Hughes "
"2288" "SD" "Hutchinson "
"2289" "SD" "Hyde "
"2290" "SD" "Jackson "
"2291" "SD" "Jerauld "
"2292" "SD" "Jones "
"2293" "SD" "Kingsbury "
"2294" "SD" "Lake "
"2295" "SD" "Lawrence "
"2296" "SD" "Lincoln "
"2297" "SD" "Lyman "
"2298" "SD" "Marshall "
"2299" "SD" "Mc Cook "
"2300" "SD" "Mc Pherson "
"2301" "SD" "Meade "
"2302" "SD" "Mellette "
"2303" "SD" "Miner "
"2304" "SD" "Minnehaha "
"2305" "SD" "Moody "
"2306" "SD" "Pennington "
"2307" "SD" "Perkins "
"2308" "SD" "Potter "
"2309" "SD" "Roberts "
"2310" "SD" "Sanborn "
"2311" "SD" "Shannon "
"2312" "SD" "Spink "
"2313" "SD" "Stanley "
"2314" "SD" "Sully "
"2315" "SD" "Todd "
"2316" "SD" "Tripp "
"2317" "SD" "Turner "
"2318" "SD" "Union "
"2319" "SD" "Walworth "
"2320" "SD" "Yankton "
"2321" "SD" "Ziebach "
"2322" "TN" "Anderson "
"2323" "TN" "Bedford "
"2324" "TN" "Benton "
"2325" "TN" "Bledsoe "
"2326" "TN" "Blount "
"2327" "TN" "Bradley "
"2328" "TN" "Campbell "
"2329" "TN" "Cannon "
"2330" "TN" "Carroll "
"2331" "TN" "Carter "
"2332" "TN" "Cheatham "
"2333" "TN" "Chester "
"2334" "TN" "Claiborne "
"2335" "TN" "Clay "
"2336" "TN" "Cocke "
"2337" "TN" "Coffee "
"2338" "TN" "Crockett "
"2339" "TN" "Cumberland "
"2340" "TN" "Davidson "
"2341" "TN" "De Kalb "
"2342" "TN" "Decatur "
"2343" "TN" "Dickson "
"2344" "TN" "Dyer "
"2345" "TN" "Fayette "
"2346" "TN" "Fentress "
"2347" "TN" "Franklin "
"2348" "TN" "Gibson "
"2349" "TN" "Giles "
"2350" "TN" "Grainger "
"2351" "TN" "Greene "
"2352" "TN" "Grundy "
"2353" "TN" "Hamblen "
"2354" "TN" "Hamilton "
"2355" "TN" "Hancock "
"2356" "TN" "Hardeman "
"2357" "TN" "Hardin "
"2358" "TN" "Hawkins "
"2359" "TN" "Haywood "
"2360" "TN" "Henderson "
"2361" "TN" "Henry "
"2362" "TN" "Hickman "
"2363" "TN" "Houston "
"2364" "TN" "Humphreys "
"2365" "TN" "Jackson "
"2366" "TN" "Jefferson "
"2367" "TN" "Johnson "
"2368" "TN" "Knox "
"2369" "TN" "Lake "
"2370" "TN" "Lauderdale "
"2371" "TN" "Lawrence "
"2372" "TN" "Lewis "
"2373" "TN" "Lincoln "
"2374" "TN" "Loudon "
"2375" "TN" "Macon "
"2376" "TN" "Madison "
"2377" "TN" "Marion "
"2378" "TN" "Marshall "
"2379" "TN" "Maury "
"2380" "TN" "Mc Minn "
"2381" "TN" "Mc Nairy "
"2382" "TN" "Meigs "
"2383" "TN" "Monroe "
"2384" "TN" "Montgomery "
"2385" "TN" "Moore "
"2386" "TN" "Morgan "
"2387" "TN" "Obion "
"2388" "TN" "Overton "
"2389" "TN" "Perry "
"2390" "TN" "Pickett "
"2391" "TN" "Polk "
"2392" "TN" "Putnam "
"2393" "TN" "Rhea "
"2394" "TN" "Roane "
"2395" "TN" "Robertson "
"2396" "TN" "Rutherford "
"2397" "TN" "Scott "
"2398" "TN" "Sequatchie "
"2399" "TN" "Sevier "
"2400" "TN" "Shelby "
"2401" "TN" "Smith "
"2402" "TN" "Stewart "
"2403" "TN" "Sullivan "
"2404" "TN" "Sumner "
"2405" "TN" "Tipton "
"2406" "TN" "Trousdale "
"2407" "TN" "Unicoi "
"2408" "TN" "Union "
"2409" "TN" "Van Buren "
"2410" "TN" "Warren "
"2411" "TN" "Washington "
"2412" "TN" "Wayne "
"2413" "TN" "Weakley "
"2414" "TN" "White "
"2415" "TN" "Williamson "
"2416" "TN" "Wilson "
"2417" "TX" "Anderson "
"2418" "TX" "Andrews "
"2419" "TX" "Angelina "
"2420" "TX" "Aransas "
"2421" "TX" "Archer "
"2422" "TX" "Armstrong "
"2423" "TX" "Atascosa "
"2424" "TX" "Austin "
"2425" "TX" "Bailey "
"2426" "TX" "Bandera "
"2427" "TX" "Bastrop "
"2428" "TX" "Baylor "
"2429" "TX" "Bee "
"2430" "TX" "Bell "
"2431" "TX" "Bexar "
"2432" "TX" "Blanco "
"2433" "TX" "Borden "
"2434" "TX" "Bosque "
"2435" "TX" "Bowie "
"2436" "TX" "Brazoria "
"2437" "TX" "Brazos "
"2438" "TX" "Brewster "
"2439" "TX" "Briscoe "
"2440" "TX" "Brooks "
"2441" "TX" "Brown "
"2442" "TX" "Burleson "
"2443" "TX" "Burnet "
"2444" "TX" "Caldwell "
"2445" "TX" "Calhoun "
"2446" "TX" "Callahan "
"2447" "TX" "Cameron "
"2448" "TX" "Camp "
"2449" "TX" "Carson "
"2450" "TX" "Cass "
"2451" "TX" "Castro "
"2452" "TX" "Chambers "
"2453" "TX" "Cherokee "
"2454" "TX" "Childress "
"2455" "TX" "Clay "
"2456" "TX" "Cochran "
"2457" "TX" "Coke "
"2458" "TX" "Coleman "
"2459" "TX" "Collin "
"2460" "TX" "Collingsworth "
"2461" "TX" "Colorado "
"2462" "TX" "Comal "
"2463" "TX" "Comanche "
"2464" "TX" "Concho "
"2465" "TX" "Cooke "
"2466" "TX" "Coryell "
"2467" "TX" "Cottle "
"2468" "TX" "Crane "
"2469" "TX" "Crockett "
"2470" "TX" "Crosby "
"2471" "TX" "Culberson "
"2472" "TX" "Dallam "
"2473" "TX" "Dallas "
"2474" "TX" "Dawson "
"2475" "TX" "De Witt "
"2476" "TX" "Deaf Smith "
"2477" "TX" "Delta "
"2478" "TX" "Denton "
"2479" "TX" "Dickens "
"2480" "TX" "Dimmit "
"2481" "TX" "Donley "
"2482" "TX" "Duval "
"2483" "TX" "Eastland "
"2484" "TX" "Ector "
"2485" "TX" "Edwards "
"2486" "TX" "El Paso "
"2487" "TX" "Ellis "
"2488" "TX" "Erath "
"2489" "TX" "Falls "
"2490" "TX" "Fannin "
"2491" "TX" "Fayette "
"2492" "TX" "Fisher "
"2493" "TX" "Floyd "
"2494" "TX" "Foard "
"2495" "TX" "Fort Bend "
"2496" "TX" "Franklin "
"2497" "TX" "Freestone "
"2498" "TX" "Frio "
"2499" "TX" "Gaines "
"2500" "TX" "Galveston "
"2501" "TX" "Garza "
"2502" "TX" "Gillespie "
"2503" "TX" "Glasscock "
"2504" "TX" "Goliad "
"2505" "TX" "Gonzales "
"2506" "TX" "Gray "
"2507" "TX" "Grayson "
"2508" "TX" "Gregg "
"2509" "TX" "Grimes "
"2510" "TX" "Guadalupe "
"2511" "TX" "Hale "
"2512" "TX" "Hall "
"2513" "TX" "Hamilton "
"2514" "TX" "Hansford "
"2515" "TX" "Hardeman "
"2516" "TX" "Hardin "
"2517" "TX" "Harris "
"2518" "TX" "Harrison "
"2519" "TX" "Hartley "
"2520" "TX" "Haskell "
"2521" "TX" "Hays "
"2522" "TX" "Hemphill "
"2523" "TX" "Henderson "
"2524" "TX" "Hidalgo "
"2525" "TX" "Hill "
"2526" "TX" "Hockley "
"2527" "TX" "Hood "
"2528" "TX" "Hopkins "
"2529" "TX" "Houston "
"2530" "TX" "Howard "
"2531" "TX" "Hudspeth "
"2532" "TX" "Hunt "
"2533" "TX" "Hutchinson "
"2534" "TX" "Irion "
"2535" "TX" "Jack "
"2536" "TX" "Jackson "
"2537" "TX" "Jasper "
"2538" "TX" "Jeff Davis "
"2539" "TX" "Jefferson "
"2540" "TX" "Jim Hogg "
"2541" "TX" "Jim Wells "
"2542" "TX" "Johnson "
"2543" "TX" "Jones "
"2544" "TX" "Karnes "
"2545" "TX" "Kaufman "
"2546" "TX" "Kendall "
"2547" "TX" "Kenedy "
"2548" "TX" "Kent "
"2549" "TX" "Kerr "
"2550" "TX" "Kimble "
"2551" "TX" "King "
"2552" "TX" "Kinney "
"2553" "TX" "Kleberg "
"2554" "TX" "Knox "
"2555" "TX" "La Salle "
"2556" "TX" "Lamar "
"2557" "TX" "Lamb "
"2558" "TX" "Lampasas "
"2559" "TX" "Lavaca "
"2560" "TX" "Lee "
"2561" "TX" "Leon "
"2562" "TX" "Liberty "
"2563" "TX" "Limestone "
"2564" "TX" "Lipscomb "
"2565" "TX" "Live Oak "
"2566" "TX" "Llano "
"2567" "TX" "Loving "
"2568" "TX" "Lubbock "
"2569" "TX" "Lynn "
"2570" "TX" "Madison "
"2571" "TX" "Marion "
"2572" "TX" "Martin "
"2573" "TX" "Mason "
"2574" "TX" "Matagorda "
"2575" "TX" "Maverick "
"2576" "TX" "Mc Culloch "
"2577" "TX" "Mc Lennan "
"2578" "TX" "Mc Mullen "
"2579" "TX" "Medina "
"2580" "TX" "Menard "
"2581" "TX" "Midland "
"2582" "TX" "Milam "
"2583" "TX" "Mills "
"2584" "TX" "Mitchell "
"2585" "TX" "Montague "
"2586" "TX" "Montgomery "
"2587" "TX" "Moore "
"2588" "TX" "Morris "
"2589" "TX" "Motley "
"2590" "TX" "Nacogdoches "
"2591" "TX" "Navarro "
"2592" "TX" "Newton "
"2593" "TX" "Nolan "
"2594" "TX" "Nueces "
"2595" "TX" "Ochiltree "
"2596" "TX" "Oldham "
"2597" "TX" "Orange "
"2598" "TX" "Palo Pinto "
"2599" "TX" "Panola "
"2600" "TX" "Parker "
"2601" "TX" "Parmer "
"2602" "TX" "Pecos "
"2603" "TX" "Polk "
"2604" "TX" "Potter "
"2605" "TX" "Presidio "
"2606" "TX" "Rains "
"2607" "TX" "Randall "
"2608" "TX" "Reagan "
"2609" "TX" "Real "
"2610" "TX" "Red River "
"2611" "TX" "Reeves "
"2612" "TX" "Refugio "
"2613" "TX" "Roberts "
"2614" "TX" "Robertson "
"2615" "TX" "Rockwall "
"2616" "TX" "Runnels "
"2617" "TX" "Rusk "
"2618" "TX" "Sabine "
"2619" "TX" "San Augustine "
"2620" "TX" "San Jacinto "
"2621" "TX" "San Patricio "
"2622" "TX" "San Saba "
"2623" "TX" "Schleicher "
"2624" "TX" "Scurry "
"2625" "TX" "Shackelford "
"2626" "TX" "Shelby "
"2627" "TX" "Sherman "
"2628" "TX" "Smith "
"2629" "TX" "Somervell "
"2630" "TX" "Starr "
"2631" "TX" "Stephens "
"2632" "TX" "Sterling "
"2633" "TX" "Stonewall "
"2634" "TX" "Sutton "
"2635" "TX" "Swisher "
"2636" "TX" "Tarrant "
"2637" "TX" "Taylor "
"2638" "TX" "Terrell "
"2639" "TX" "Terry "
"2640" "TX" "Throckmorton "
"2641" "TX" "Titus "
"2642" "TX" "Tom Green "
"2643" "TX" "Travis "
"2644" "TX" "Trinity "
"2645" "TX" "Tyler "
"2646" "TX" "Upshur "
"2647" "TX" "Upton "
"2648" "TX" "Uvalde "
"2649" "TX" "Val Verde "
"2650" "TX" "Van Zandt "
"2651" "TX" "Victoria "
"2652" "TX" "Walker "
"2653" "TX" "Waller "
"2654" "TX" "Ward "
"2655" "TX" "Washington "
"2656" "TX" "Webb "
"2657" "TX" "Wharton "
"2658" "TX" "Wheeler "
"2659" "TX" "Wichita "
"2660" "TX" "Wilbarger "
"2661" "TX" "Willacy "
"2662" "TX" "Williamson "
"2663" "TX" "Wilson "
"2664" "TX" "Winkler "
"2665" "TX" "Wise "
"2666" "TX" "Wood "
"2667" "TX" "Yoakum "
"2668" "TX" "Young "
"2669" "TX" "Zapata "
"2670" "TX" "Zavala "
"2671" "UT" "Beaver "
"2672" "UT" "Box Elder "
"2673" "UT" "Cache "
"2674" "UT" "Carbon "
"2675" "UT" "Daggett "
"2676" "UT" "Davis "
"2677" "UT" "Duchesne "
"2678" "UT" "Emery "
"2679" "UT" "Garfield "
"2680" "UT" "Grand "
"2681" "UT" "Iron "
"2682" "UT" "Juab "
"2683" "UT" "Kane "
"2684" "UT" "Millard "
"2685" "UT" "Morgan "
"2686" "UT" "Piute "
"2687" "UT" "Rich "
"2688" "UT" "Salt Lake "
"2689" "UT" "San Juan "
"2690" "UT" "Sanpete "
"2691" "UT" "Sevier "
"2692" "UT" "Summit "
"2693" "UT" "Tooele "
"2694" "UT" "Uintah "
"2695" "UT" "Utah "
"2696" "UT" "Wasatch "
"2697" "UT" "Washington "
"2698" "UT" "Wayne "
"2699" "UT" "Weber "
"2700" "VT" "Addison "
"2701" "VT" "Bennington "
"2702" "VT" "Caledonia "
"2703" "VT" "Chittenden "
"2704" "VT" "Essex "
"2705" "VT" "Franklin "
"2706" "VT" "Grand Isle "
"2707" "VT" "Lamoille "
"2708" "VT" "Orange "
"2709" "VT" "Orleans "
"2710" "VT" "Rutland "
"2711" "VT" "Washington "
"2712" "VT" "Windham "
"2713" "VT" "Windsor "
"2714" "VA" "Accomack "
"2715" "VA" "Albemarle "
"2716" "VA" "Alleghany "
"2717" "VA" "Amelia "
"2718" "VA" "Amherst "
"2719" "VA" "Appomattox "
"2720" "VA" "Arlington "
"2721" "VA" "Augusta "
"2722" "VA" "Bath "
"2723" "VA" "Bedford "
"2724" "VA" "Bland "
"2725" "VA" "Botetourt "
"2726" "VA" "Brunswick "
"2727" "VA" "Buchanan "
"2728" "VA" "Buckingham "
"2729" "VA" "Campbell "
"2730" "VA" "Caroline "
"2731" "VA" "Carroll "
"2732" "VA" "Charlotte "
"2733" "VA" "Chesterfield "
"2734" "VA" "Clarke "
"2735" "VA" "Craig "
"2736" "VA" "Culpeper "
"2737" "VA" "Cumberland "
"2738" "VA" "Dickenson "
"2739" "VA" "Dinwiddie "
"2740" "VA" "Essex "
"2741" "VA" "Fairfax "
"2742" "VA" "Fauquier "
"2743" "VA" "Floyd "
"2744" "VA" "Fluvanna "
"2745" "VA" "Franklin "
"2746" "VA" "Frederick "
"2747" "VA" "Giles "
"2748" "VA" "Gloucester "
"2749" "VA" "Goochland "
"2750" "VA" "Grayson "
"2751" "VA" "Greene "
"2752" "VA" "Greensville "
"2753" "VA" "Halifax "
"2754" "VA" "Hanover "
"2755" "VA" "Henrico "
"2756" "VA" "Henry "
"2757" "VA" "Highland "
"2758" "VA" "Isle Of Wight "
"2759" "VA" "King And Queen "
"2760" "VA" "King George "
"2761" "VA" "King William "
"2762" "VA" "Lancaster "
"2763" "VA" "Lee "
"2764" "VA" "Loudoun "
"2765" "VA" "Louisa "
"2766" "VA" "Lunenberg "
"2767" "VA" "Madison "
"2768" "VA" "Manassas "
"2769" "VA" "Manassas Park "
"2770" "VA" "Mathews "
"2771" "VA" "Mecklenburg "
"2772" "VA" "Middlesex "
"2773" "VA" "Montgomery "
"2774" "VA" "Nelson "
"2775" "VA" "New Kent "
"2776" "VA" "Northampton "
"2777" "VA" "Northumberland "
"2778" "VA" "Nottoway "
"2779" "VA" "Orange "
"2780" "VA" "Page "
"2781" "VA" "Patrick "
"2782" "VA" "Pittsylvania "
"2783" "VA" "Poquoson "
"2784" "VA" "Powhatan "
"2785" "VA" "Prince Edward "
"2786" "VA" "Prince George "
"2787" "VA" "Prince William "
"2788" "VA" "Pulaski "
"2789" "VA" "Rappahannock "
"2790" "VA" "Richmond "
"2791" "VA" "Roanoke "
"2792" "VA" "Rockbridge "
"2793" "VA" "Rockingham "
"2794" "VA" "Russell "
"2795" "VA" "Scott "
"2796" "VA" "Shenandoah "
"2797" "VA" "Smyth "
"2798" "VA" "Southampton "
"2799" "VA" "Spotsylvania "
"2800" "VA" "Stafford "
"2801" "VA" "Surry "
"2802" "VA" "Sussex "
"2803" "VA" "Tazewell "
"2804" "VA" "Warren "
"2805" "VA" "Washington "
"2806" "VA" "Westmoreland "
"2807" "VA" "Wise "
"2808" "VA" "Wythe "
"2809" "VA" "York "
"2810" "VA" "Alexandria City "
"2811" "VA" "Bedford City "
"2812" "VA" "Bristol City "
"2813" "VA" "Buena Vista City "
"2814" "VA" "Charles City "
"2815" "VA" "Charlottesville City "
"2816" "VA" "Chesapeake City "
"2817" "VA" "Clifton Forge City "
"2818" "VA" "Colonial Heights City "
"2819" "VA" "Covington City "
"2820" "VA" "Danville City "
"2821" "VA" "Emporia City "
"2822" "VA" "Fairfax City "
"2823" "VA" "Falls Church City "
"2824" "VA" "Franklin City "
"2825" "VA" "Fredericksburg City "
"2826" "VA" "Galax City "
"2827" "VA" "Hampton City "
"2828" "VA" "Harrisonburg City "
"2829" "VA" "Hopewell City "
"2830" "VA" "Lexington City "
