"State" "County"
"992" "LA" "Catahoula"
"993" "LA" "Claiborne"
"994" "LA" "Concordia"
"995" "LA" "De Soto"
"996" "LA" "East Baton Rouge"
"997" "LA" "East Carroll"
"998" "LA" "East Feliciana"
"999" "LA" "Evangeline"
"1000" "LA" "Franklin"
"1001" "LA" "Grant"
"1002" "LA" "Iberia"
"1003" "LA" "Iberville"
"1004" "LA" "Jackson"
"1005" "LA" "Jefferson Davis"
"1006" "LA" "Jefferson"
"1007" "LA" "La Salle"
"1008" "LA" "Lafayette"
"1009" "LA" "Lafourche"
"1010" "LA" "Lincoln"
"1011" "LA" "Livingston"
"1012" "LA" "Madison"
"1013" "LA" "Morehouse"
"1014" "LA" "Natchitoches"
"1015" "LA" "Orleans"
"1016" "LA" "Ouachita"
"1017" "LA" "Plaquemines"
"1018" "LA" "Pointe Coupee"
"1019" "LA" "Rapides"
"1020" "LA" "Red River"
"1021" "LA" "Richland"
"1022" "LA" "Sabine"
"1023" "LA" "St Bernard"
"1024" "LA" "St Charles"
"1025" "LA" "St Helena"
"1026" "LA" "St James"
"1027" "LA" "St John The Baptist"
"1028" "LA" "St Landry"
"1029" "LA" "St Martin"
"1030" "LA" "St Mary"
"1031" "LA" "St Tammany"
"1032" "LA" "Tangipahoa"
"1033" "LA" "Tensas"
"1034" "LA" "Terrebonne"
"1035" "LA" "Union"
"1036" "LA" "Vermilion"
"1037" "LA" "Vernon"
"1038" "LA" "Washington"
"1039" "LA" "Webster"
"1040" "LA" "West Baton Rouge"
"1041" "LA" "West Carroll"
"1042" "LA" "West Feliciana"
"1043" "LA" "Winn"
"1044" "LA" "Chandeleur Island"
"1045" "LA" "Grand Isle"
"1046" "LA" "Marsh Island"
"1047" "ME" "Androscoggin "
"1048" "ME" "Aroostook "
"1049" "ME" "Cumberland "
"1050" "ME" "Franklin "
"1051" "ME" "Hancock "
"1052" "ME" "Kennebec "
"1053" "ME" "Knox "
"1054" "ME" "Lincoln "
"1055" "ME" "Oxford "
"1056" "ME" "Penobscot "
"1057" "ME" "Piscataquis "
"1058" "ME" "Sagadahoc "
"1059" "ME" "Somerset "
"1060" "ME" "Waldo "
"1061" "ME" "Washington "
"1062" "ME" "York "
"1063" "ME" "Knox (Mainland Only)"
"1064" "ME" "Lincoln (Mainland Only)"
"1065" "ME" "York (Mainland Only)"
"1066" "MD" "Allegany "
"1067" "MD" "Anne Arundel "
"1068" "MD" "Baltimore "
"1069" "MD" "Calvert "
"1070" "MD" "Caroline "
"1071" "MD" "Carroll "
"1072" "MD" "Cecil "
"1073" "MD" "Charles "
"1074" "MD" "Dorchester "
"1075" "MD" "Frederick "
"1076" "MD" "Garrett "
"1077" "MD" "Harford "
"1078" "MD" "Howard "
"1079" "MD" "Kent "
"1080" "MD" "Montgomery "
"1081" "MD" "Prince Georges "
"1082" "MD" "Queen Annes "
"1083" "MD" "Somerset "
"1084" "MD" "St Marys "
"1085" "MD" "Talbot "
"1086" "MD" "Washington "
"1087" "MD" "Wicomico "
"1088" "MD" "Worcester "
"1089" "MD" "Baltimore City "
"1090" "MD" "District Of Columbia"
"1091" "MA" "Barnstable "
"1092" "MA" "Berkshire "
"1093" "MA" "Bristol "
"1094" "MA" "Dukes "
"1095" "MA" "Essex "
"1096" "MA" "Franklin "
"1097" "MA" "Hampden "
"1098" "MA" "Hampshire "
"1099" "MA" "Middlesex "
"1100" "MA" "Nantucket "
"1101" "MA" "Norfolk "
"1102" "MA" "Plymouth "
"1103" "MA" "Suffolk "
"1104" "MA" "Worcester "
"1105" "MA" "Dukes (Martha's Vineyard)"
"1106" "MA" "Dukes (Noman's Land)"
"1107" "MI" "Alcona "
"1108" "MI" "Alger "
"1109" "MI" "Allegan "
"1110" "MI" "Alpena "
"1111" "MI" "Antrim "
"1112" "MI" "Arenac "
"1113" "MI" "Baraga "
"1114" "MI" "Barry "
"1115" "MI" "Bay "
"1116" "MI" "Benzie "
"1117" "MI" "Berrien "
"1118" "MI" "Branch "
"1119" "MI" "Calhoun "
"1120" "MI" "Cass "
"1121" "MI" "Charlevoix "
"1122" "MI" "Cheboygan "
"1123" "MI" "Chippewa "
"1124" "MI" "Clare "
"1125" "MI" "Clinton "
"1126" "MI" "Crawford "
"1127" "MI" "Delta "
"1128" "MI" "Dickinson "
"1129" "MI" "Eaton "
"1130" "MI" "Emmet "
"1131" "MI" "Genesee "
"1132" "MI" "Gladwin "
"1133" "MI" "Gogebic "
"1134" "MI" "Grand Traverse "
"1135" "MI" "Gratiot "
"1136" "MI" "Hillsdale "
"1137" "MI" "Houghton "
"1138" "MI" "Huron "
"1139" "MI" "Ingham "
"1140" "MI" "Ionia "
"1141" "MI" "Iosco "
"1142" "MI" "Iron "
"1143" "MI" "Isabella "
"1144" "MI" "Jackson "
"1145" "MI" "Kalamazoo "
"1146" "MI" "Kalkaska "
"1147" "MI" "Kent "
"1148" "MI" "Keweenaw "
"1149" "MI" "Lake "
"1150" "MI" "Lapeer "
"1151" "MI" "Leelanau "
"1152" "MI" "Lenawee "
"1153" "MI" "Livingston "
"1154" "MI" "Luce "
"1155" "MI" "Mackinac "
"1156" "MI" "Macomb "
"1157" "MI" "Manistee "
"1158" "MI" "Marquette "
"1159" "MI" "Mason "
"1160" "MI" "Mecosta "
"1161" "MI" "Menominee "
"1162" "MI" "Midland "
"1163" "MI" "Missaukee "
"1164" "MI" "Monroe "
"1165" "MI" "Montcalm "
"1166" "MI" "Montmorency "
"1167" "MI" "Muskegon "
"1168" "MI" "Newaygo "
"1169" "MI" "Oakland "
"1170" "MI" "Oceana "
"1171" "MI" "Ogemaw "
"1172" "MI" "Ontonagon "
"1173" "MI" "Osceola "
"1174" "MI" "Oscoda "
"1175" "MI" "Otsego "
"1176" "MI" "Ottawa "
"1177" "MI" "Presque Isle "
"1178" "MI" "Roscommon "
"1179" "MI" "Saginaw "
"1180" "MI" "Sanilac "
"1181" "MI" "Schoolcraft "
"1182" "MI" "Shiawassee "
"1183" "MI" "St Clair "
"1184" "MI" "St Joseph "
"1185" "MI" "Tuscola "
"1186" "MI" "Van Buren "
"1187" "MI" "Washtenaw "
"1188" "MI" "Wayne "
"1189" "MI" "Wexford "
"1190" "MI" "Beaver Island"
"1191" "MI" "Charity Island"
"1192" "MI" "Fox Islands"
"1193" "MI" "Isle Royale"
"1194" "MN" "Aitkin "
"1195" "MN" "Anoka "
"1196" "MN" "Becker "
"1197" "MN" "Beltrami "
"1198" "MN" "Benton "
"1199" "MN" "Big Stone "
"1200" "MN" "Blue Earth "
"1201" "MN" "Brown "
"1202" "MN" "Carlton "
"1203" "MN" "Carver "
"1204" "MN" "Cass "
"1205" "MN" "Chippewa "
"1206" "MN" "Chisago "
"1207" "MN" "Clay "
"1208" "MN" "Clearwater "
"1209" "MN" "Cook "
"1210" "MN" "Cottonwood "
"1211" "MN" "Crow Wing "
"1212" "MN" "Dakota "
"1213" "MN" "Dodge "
"1214" "MN" "Douglas "
"1215" "MN" "Faribault "
"1216" "MN" "Fillmore "
"1217" "MN" "Freeborn "
"1218" "MN" "Goodhue "
"1219" "MN" "Grant "
"1220" "MN" "Hennepin "
"1221" "MN" "Houston "
"1222" "MN" "Hubbard "
"1223" "MN" "Isanti "
"1224" "MN" "Itasca "
"1225" "MN" "Jackson "
"1226" "MN" "Kanabec "
"1227" "MN" "Kandiyohi "
"1228" "MN" "Kittson "
"1229" "MN" "Koochiching "
"1230" "MN" "Lac Qui Parle "
"1231" "MN" "Lake "
"1232" "MN" "Lake Of The Woods "
"1233" "MN" "Le Sueur "
"1234" "MN" "Lincoln "
"1235" "MN" "Lyon "
"1236" "MN" "Mahnomen "
"1237" "MN" "Marshall "
"1238" "MN" "Martin "
"1239" "MN" "Mc Leod "
"1240" "MN" "Meeker "
"1241" "MN" "Mille Lacs "
"1242" "MN" "Morrison "
"1243" "MN" "Mower "
"1244" "MN" "Murray "
"1245" "MN" "Nicollet "
"1246" "MN" "Nobles "
"1247" "MN" "Norman "
"1248" "MN" "Olmsted "
"1249" "MN" "Otter Tail "
"1250" "MN" "Pennington "
"1251" "MN" "Pine "
"1252" "MN" "Pipestone "
"1253" "MN" "Polk "
"1254" "MN" "Pope "
"1255" "MN" "Ramsey "
"1256" "MN" "Red Lake "
"1257" "MN" "Redwood "
"1258" "MN" "Renville "
"1259" "MN" "Rice "
"1260" "MN" "Rock "
"1261" "MN" "Roseau "
"1262" "MN" "Scott "
"1263" "MN" "Sherburne "
"1264" "MN" "Sibley "
"1265" "MN" "St Louis "
"1266" "MN" "Stearns "
"1267" "MN" "Steele "
"1268" "MN" "Stevens "
"1269" "MN" "Swift "
"1270" "MN" "Todd "
"1271" "MN" "Traverse "
"1272" "MN" "Wabasha "
"1273" "MN" "Wadena "
"1274" "MN" "Waseca "
"1275" "MN" "Washington "
"1276" "MN" "Watonwan "
"1277" "MN" "Wilkin "
"1278" "MN" "Winona "
"1279" "MN" "Wright "
"1280" "MN" "Yellow Medicine "
"1281" "MS" "Adams "
"1282" "MS" "Alcorn "
"1283" "MS" "Amite "
"1284" "MS" "Attala "
"1285" "MS" "Benton "
"1286" "MS" "Bolivar "
"1287" "MS" "Calhoun "
"1288" "MS" "Carroll "
"1289" "MS" "Chickasaw "
"1290" "MS" "Choctaw "
"1291" "MS" "Claiborne "
"1292" "MS" "Clarke "
"1293" "MS" "Clay "
"1294" "MS" "Coahoma "
"1295" "MS" "Copiah "
"1296" "MS" "Covington "
"1297" "MS" "De Soto "
"1298" "MS" "Forrest "
"1299" "MS" "Franklin "
"1300" "MS" "George "
"1301" "MS" "Greene "
"1302" "MS" "Grenada "
"1303" "MS" "Hancock "
"1304" "MS" "Harrison "
"1305" "MS" "Hinds "
"1306" "MS" "Holmes "
"1307" "MS" "Humphreys "
"1308" "MS" "Issaquena "
"1309" "MS" "Itawamba "
"1310" "MS" "Jackson "
"1311" "MS" "Jasper "
"1312" "MS" "Jefferson "
"1313" "MS" "Jefferson Davis "
"1314" "MS" "Jones "
"1315" "MS" "Kemper "
"1316" "MS" "Lafayette "
"1317" "MS" "Lamar "
"1318" "MS" "Lauderdale "
"1319" "MS" "Lawrence "
"1320" "MS" "Leake "
"1321" "MS" "Lee "
"1322" "MS" "Leflore "
"1323" "MS" "Lincoln "
"1324" "MS" "Lowndes "
"1325" "MS" "Madison "
"1326" "MS" "Marion "
"1327" "MS" "Marshall "
"1328" "MS" "Monroe "
"1329" "MS" "Montgomery "
"1330" "MS" "Neshoba "
"1331" "MS" "Newton "
"1332" "MS" "Noxubee "
"1333" "MS" "Oktibbeha "
"1334" "MS" "Panola "
"1335" "MS" "Pearl River "
"1336" "MS" "Perry "
"1337" "MS" "Pike "
"1338" "MS" "Pontotoc "
"1339" "MS" "Prentiss "
"1340" "MS" "Quitman "
"1341" "MS" "Rankin "
"1342" "MS" "Scott "
"1343" "MS" "Sharkey "
"1344" "MS" "Simpson "
"1345" "MS" "Smith "
"1346" "MS" "Stone "
"1347" "MS" "Sunflower "
"1348" "MS" "Tallahatchie "
"1349" "MS" "Tate "
"1350" "MS" "Tippah "
"1351" "MS" "Tishomingo "
"1352" "MS" "Tunica "
"1353" "MS" "Union "
"1354" "MS" "Walthall "
"1355" "MS" "Warren "
"1356" "MS" "Washington "
"1357" "MS" "Wayne "
"1358" "MS" "Webster "
"1359" "MS" "Wilkinson "
"1360" "MS" "Winston "
"1361" "MS" "Yalobusha "
"1362" "MS" "Yazoo "
"1363" "MO" "Adair "
"1364" "MO" "Andrew "
"1365" "MO" "Atchison "
"1366" "MO" "Audrain "
"1367" "MO" "Barry "
"1368" "MO" "Barton "
"1369" "MO" "Bates "
"1370" "MO" "Benton "
"1371" "MO" "Bollinger "
"1372" "MO" "Boone "
"1373" "MO" "Buchanan "
"1374" "MO" "Butler "
"1375" "MO" "Caldwell "
"1376" "MO" "Callaway "
"1377" "MO" "Camden "
"1378" "MO" "Cape Girardeau "
"1379" "MO" "Carroll "
"1380" "MO" "Carter "
"1381" "MO" "Cass "
"1382" "MO" "Cedar "
"1383" "MO" "Chariton "
"1384" "MO" "Christian "
"1385" "MO" "Clark "
"1386" "MO" "Clay "
"1387" "MO" "Clinton "
"1388" "MO" "Cole "
"1389" "MO" "Cooper "
"1390" "MO" "Crawford "
"1391" "MO" "Dade "
"1392" "MO" "Dallas "
"1393" "MO" "Daviess "
"1394" "MO" "De Kalb "
"1395" "MO" "Dent "
"1396" "MO" "Douglas "
"1397" "MO" "Dunklin "
"1398" "MO" "Franklin "
"1399" "MO" "Gasconade "
"1400" "MO" "Gentry "
"1401" "MO" "Greene "
"1402" "MO" "Grundy "
"1403" "MO" "Harrison "
"1404" "MO" "Henry "
"1405" "MO" "Hickory "
"1406" "MO" "Holt "
"1407" "MO" "Howard "
"1408" "MO" "Howell "
"1409" "MO" "Iron "
"1410" "MO" "Jackson "
"1411" "MO" "Jasper "
"1412" "MO" "Jefferson "
"1413" "MO" "Johnson "
"1414" "MO" "Knox "
"1415" "MO" "Laclede "
"1416" "MO" "Lafayette "
"1417" "MO" "Lawrence "
"1418" "MO" "Lewis "
"1419" "MO" "Lincoln "
"1420" "MO" "Linn "
"1421" "MO" "Livingston "
"1422" "MO" "Macon "
"1423" "MO" "Madison "
"1424" "MO" "Maries "
"1425" "MO" "Marion "
"1426" "MO" "Mc Donald "
"1427" "MO" "Mercer "
"1428" "MO" "Miller "
"1429" "MO" "Mississippi "
"1430" "MO" "Moniteau "
"1431" "MO" "Monroe "
"1432" "MO" "Montgomery "
"1433" "MO" "Morgan "
"1434" "MO" "New Madrid "
"1435" "MO" "Newton "
"1436" "MO" "Nodaway "
"1437" "MO" "Oregon "
"1438" "MO" "Osage "
"1439" "MO" "Ozark "
"1440" "MO" "Pemiscot "
"1441" "MO" "Perry "
"1442" "MO" "Pettis "
"1443" "MO" "Phelps "
"1444" "MO" "Pike "
"1445" "MO" "Platte "
"1446" "MO" "Polk "
"1447" "MO" "Pulaski "
"1448" "MO" "Putnam "
"1449" "MO" "Ralls "
"1450" "MO" "Randolph "
"1451" "MO" "Ray "
"1452" "MO" "Reynolds "
"1453" "MO" "Ripley "
"1454" "MO" "Saline "
"1455" "MO" "Schuyler "
"1456" "MO" "Scotland "
"1457" "MO" "Scott "
"1458" "MO" "Shannon "
"1459" "MO" "Shelby "
"1460" "MO" "St Charles "
"1461" "MO" "St Clair "
"1462" "MO" "St Francois "
"1463" "MO" "St Louis "
"1464" "MO" "Ste Genevieve "
"1465" "MO" "Stoddard "
"1466" "MO" "Stone "
"1467" "MO" "Sullivan "
"1468" "MO" "Taney "
"1469" "MO" "Texas "
"1470" "MO" "Vernon "
"1471" "MO" "Warren "
"1472" "MO" "Washington "
"1473" "MO" "Wayne "
"1474" "MO" "Webster "
"1475" "MO" "Worth "
"1476" "MO" "Wright "
"1477" "MO" "St Louis City "
"1478" "MT" "Beaverhead "
"1479" "MT" "Big Horn "
"1480" "MT" "Blaine "
"1481" "MT" "Broadwater "
"1482" "MT" "Carbon "
"1483" "MT" "Carter "
"1484" "MT" "Cascade "
"1485" "MT" "Chouteau "
"1486" "MT" "Custer "
"1487" "MT" "Daniels "
"1488" "MT" "Dawson "
"1489" "MT" "Deer Lodge "
"1490" "MT" "Fallon "
"1491" "MT" "Fergus "
"1492" "MT" "Flathead "
"1493" "MT" "Gallatin "
"1494" "MT" "Garfield "
"1495" "MT" "Glacier "
"1496" "MT" "Golden Valley "
"1497" "MT" "Granite "
"1498" "MT" "Hill "
"1499" "MT" "Jefferson "
"1500" "MT" "Judith Basin "
"1501" "MT" "Lake "
"1502" "MT" "Lewis And Clark "
"1503" "MT" "Liberty "
"1504" "MT" "Lincoln "
"1505" "MT" "Madison "
"1506" "MT" "Mc Cone "
"1507" "MT" "Meagher "
"1508" "MT" "Mineral "
"1509" "MT" "Missoula "
"1510" "MT" "Musselshell "
"1511" "MT" "Park "
"1512" "MT" "Petroleum "
"1513" "MT" "Phillips "
"1514" "MT" "Pondera "
"1515" "MT" "Powder River "
"1516" "MT" "Powell "
"1517" "MT" "Prairie "
"1518" "MT" "Ravalli "
"1519" "MT" "Richland "
"1520" "MT" "Roosevelt "
"1521" "MT" "Rosebud "
"1522" "MT" "Sanders "
"1523" "MT" "Sheridan "
"1524" "MT" "Silver Bow "
"1525" "MT" "Stillwater "
"1526" "MT" "Sweet Grass "
"1527" "MT" "Teton "
"1528" "MT" "Toole "
"1529" "MT" "Treasure "
"1530" "MT" "Valley "
"1531" "MT" "Wheatland "
"1532" "MT" "Wibaux "
"1533" "MT" "Yellowstone "
"1534" "NE" "Adams "
"1535" "NE" "Antelope "
"1536" "NE" "Arthur "
"1537" "NE" "Banner "
"1538" "NE" "Blaine "
"1539" "NE" "Boone "
"1540" "NE" "Box Butte "
"1541" "NE" "Boyd "
"1542" "NE" "Brown "
"1543" "NE" "Buffalo "
"1544" "NE" "Burt "
"1545" "NE" "Butler "
"1546" "NE" "Cass "
"1547" "NE" "Cedar "
"1548" "NE" "Chase "
"1549" "NE" "Cherry "
"1550" "NE" "Cheyenne "
"1551" "NE" "Clay "
"1552" "NE" "Colfax "
"1553" "NE" "Cuming "
"1554" "NE" "Custer "
"1555" "NE" "Dakota "
"1556" "NE" "Dawes "
"1557" "NE" "Dawson "
"1558" "NE" "Deuel "
"1559" "NE" "Dixon "
"1560" "NE" "Dodge "
"1561" "NE" "Douglas "
"1562" "NE" "Dundy "
"1563" "NE" "Fillmore "
"1564" "NE" "Franklin "
"1565" "NE" "Frontier "
"1566" "NE" "Furnas "
"1567" "NE" "Gage "
"1568" "NE" "Garden "
"1569" "NE" "Garfield "
"1570" "NE" "Gosper "
"1571" "NE" "Grant "
"1572" "NE" "Greeley "
"1573" "NE" "Hall "
"1574" "NE" "Hamilton "
"1575" "NE" "Harlan "
"1576" "NE" "Hayes "
"1577" "NE" "Hitchcock "
"1578" "NE" "Holt "
"1579" "NE" "Hooker "
"1580" "NE" "Howard "
"1581" "NE" "Jefferson "
"1582" "NE" "Johnson "
"1583" "NE" "Kearney "
"1584" "NE" "Keith "
"1585" "NE" "Keya Paha "
"1586" "NE" "Kimball "
"1587" "NE" "Knox "
"1588" "NE" "Lancaster "
"1589" "NE" "Lincoln "
"1590" "NE" "Logan "
"1591" "NE" "Loup "
"1592" "NE" "Madison "
"1593" "NE" "Mc Pherson "
"1594" "NE" "Merrick "
"1595" "NE" "Morrill "
"1596" "NE" "Nance "
"1597" "NE" "Nemaha "
"1598" "NE" "Nuckolls "
"1599" "NE" "Otoe "
"1600" "NE" "Pawnee "
"1601" "NE" "Perkins "
"1602" "NE" "Phelps "
"1603" "NE" "Pierce "
"1604" "NE" "Platte "
"1605" "NE" "Polk "
"1606" "NE" "Red Willow "
"1607" "NE" "Richardson "
"1608" "NE" "Rock "
"1609" "NE" "Saline "
"1610" "NE" "Sarpy "
"1611" "NE" "Saunders "
"1612" "NE" "Scotts Bluff "
"1613" "NE" "Seward "
"1614" "NE" "Sheridan "
"1615" "NE" "Sherman "
"1616" "NE" "Sioux "
"1617" "NE" "Stanton "
"1618" "NE" "Thayer "
"1619" "NE" "Thomas "
"1620" "NE" "Thurston "
"1621" "NE" "Valley "
"1622" "NE" "Washington "
"1623" "NE" "Wayne "
"1624" "NE" "Webster "
"1625" "NE" "Wheeler "
"1626" "NE" "York "
"1627" "NV" "Churchill "
"1628" "NV" "Clark "
"1629" "NV" "Douglas "
"1630" "NV" "Elko "
"1631" "NV" "Esmeralda "
"1632" "NV" "Eureka "
"1633" "NV" "Humboldt "
"1634" "NV" "Lander "
"1635" "NV" "Lincoln "
"1636" "NV" "Lyon "
"1637" "NV" "Mineral "
"1638" "NV" "Nye "
"1639" "NV" "Pershing "
"1640" "NV" "Storey "
"1641" "NV" "Washoe "
"1642" "NV" "White Pine "
"1643" "NV" "Carson City "
"1644" "NH" "Belknap "
"1645" "NH" "Carroll "
"1646" "NH" "Cheshire "
"1647" "NH" "Coos "
"1648" "NH" "Grafton "
"1649" "NH" "Hillsborough "
"1650" "NH" "Merrimack "
"1651" "NH" "Rockingham "
"1652" "NH" "Strafford "
"1653" "NH" "Sullivan "
"1654" "NH" "Rockingham (Isles Of Shoals)"
"1655" "NJ" "Atlantic "
"1656" "NJ" "Bergen "
"1657" "NJ" "Burlington "
"1658" "NJ" "Camden "
"1659" "NJ" "Cape May "
"1660" "NJ" "Cumberland "
"1661" "NJ" "Essex "
"1662" "NJ" "Gloucester "
"1663" "NJ" "Hudson "
"1664" "NJ" "Hunterdon "
"1665" "NJ" "Mercer "
"1666" "NJ" "Middlesex "
"1667" "NJ" "Monmouth "
"1668" "NJ" "Morris "
"1669" "NJ" "Ocean "
"1670" "NJ" "Passaic "
"1671" "NJ" "Salem "
"1672" "NJ" "Somerset "
"1673" "NJ" "Sussex "
"1674" "NJ" "Union "
"1675" "NJ" "Warren "
"1676" "NM" "Bernalillo "
"1677" "NM" "Catron "
"1678" "NM" "Chaves "
"1679" "NM" "Cibola "
"1680" "NM" "Colfax "
"1681" "NM" "Curry "
"1682" "NM" "De Baca "
"1683" "NM" "Dona Ana "
"1684" "NM" "Eddy "
"1685" "NM" "Grant "
"1686" "NM" "Guadalupe "
"1687" "NM" "Harding "
"1688" "NM" "Hidalgo "
"1689" "NM" "Lea "
"1690" "NM" "Lincoln "
"1691" "NM" "Los Alamos "
"1692" "NM" "Luna "
"1693" "NM" "Mc Kinley "
"1694" "NM" "Mora "
"1695" "NM" "Otero "
"1696" "NM" "Quay "
"1697" "NM" "Rio Arriba "
"1698" "NM" "Roosevelt "
"1699" "NM" "San Juan "
"1700" "NM" "San Miguel "
"1701" "NM" "Sandoval "
"1702" "NM" "Santa Fe "
"1703" "NM" "Sierra "
"1704" "NM" "Socorro "
"1705" "NM" "Taos "
"1706" "NM" "Torrance "
"1707" "NM" "Union "
"1708" "NM" "Valencia "
"1709" "NY" "Albany "
"1710" "NY" "Allegany "
"1711" "NY" "Bronx "
"1712" "NY" "Broome "
"1713" "NY" "Cattaraugus "
"1714" "NY" "Cayuga "
"1715" "NY" "Chautauqua "
"1716" "NY" "Chemung "
"1717" "NY" "Chenango "
"1718" "NY" "Clinton "
"1719" "NY" "Columbia "
"1720" "NY" "Cortland "
"1721" "NY" "Delaware "
"1722" "NY" "Dutchess "
"1723" "NY" "Erie "
"1724" "NY" "Essex "
"1725" "NY" "Franklin "
"1726" "NY" "Fulton "
"1727" "NY" "Genesee "
"1728" "NY" "Greene "
"1729" "NY" "Hamilton "
"1730" "NY" "Herkimer "
"1731" "NY" "Jefferson "
"1732" "NY" "Kings "
"1733" "NY" "Lewis "
"1734" "NY" "Livingston "
"1735" "NY" "Madison "
"1736" "NY" "Monroe "
"1737" "NY" "Montgomery "
"1738" "NY" "Nassau "
"1739" "NY" "New York "
"1740" "NY" "Niagara "
"1741" "NY" "Oneida "
"1742" "NY" "Onondaga "
"1743" "NY" "Ontario "
"1744" "NY" "Orange "
"1745" "NY" "Orleans "
"1746" "NY" "Oswego "
"1747" "NY" "Otsego "
"1748" "NY" "Putnam "
"1749" "NY" "Queens "
"1750" "NY" "Rensselaer "
"1751" "NY" "Richmond "
"1752" "NY" "Rockland "
"1753" "NY" "Saratoga "
"1754" "NY" "Schenectady "
"1755" "NY" "Schoharie "
"1756" "NY" "Schuyler "
"1757" "NY" "Seneca "
"1758" "NY" "St Lawrence "
"1759" "NY" "Steuben "
"1760" "NY" "Suffolk "
"1761" "NY" "Sullivan "
"1762" "NY" "Tioga "
"1763" "NY" "Tompkins "
"1764" "NY" "Ulster "
"1765" "NY" "Warren "
"1766" "NY" "Washington "
"1767" "NY" "Wayne "
"1768" "NY" "Westchester "
"1769" "NY" "Wyoming "
"1770" "NY" "Yates "
"1771" "NC" "Alamance "
"1772" "NC" "Alexander "
"1773" "NC" "Alleghany "
"1774" "NC" "Anson "
"1775" "NC" "Ashe "
"1776" "NC" "Avery "
"1777" "NC" "Beaufort "
"1778" "NC" "Bertie "
"1779" "NC" "Bladen "
"1780" "NC" "Brunswick "
"1781" "NC" "Buncombe "
"1782" "NC" "Burke "
"1783" "NC" "Cabarrus "
"1784" "NC" "Caldwell "
"1785" "NC" "Camden "
"1786" "NC" "Carteret "
"1787" "NC" "Caswell "
"1788" "NC" "Catawba "
"1789" "NC" "Chatham "
"1790" "NC" "Cherokee "
"1791" "NC" "Chowan "
"1792" "NC" "Clay "
"1793" "NC" "Cleveland "
"1794" "NC" "Columbus "
"1795" "NC" "Craven "
"1796" "NC" "Cumberland "
"1797" "NC" "Currituck "
"1798" "NC" "Dare "
"1799" "NC" "Davidson "
"1800" "NC" "Davie "
"1801" "NC" "Duplin "
"1802" "NC" "Durham "
"1803" "NC" "Edgecombe "
"1804" "NC" "Forsyth "
"1805" "NC" "Franklin "
"1806" "NC" "Gaston "
"1807" "NC" "Gates "
"1808" "NC" "Graham "
"1809" "NC" "Granville "
"1810" "NC" "Greene "
"1811" "NC" "Guilford "
"1812" "NC" "Halifax "
"1813" "NC" "Harnett "
"1814" "NC" "Haywood "
"1815" "NC" "Henderson "
"1816" "NC" "Hertford "
"1817" "NC" "Hoke "
"1818" "NC" "Hyde "
"1819" "NC" "Iredell "
"1820" "NC" "Jackson "
"1821" "NC" "Johnston "
"1822" "NC" "Jones "
"1823" "NC" "Lee "
"1824" "NC" "Lenoir "
"1825" "NC" "Lincoln "
"1826" "NC" "Macon "
"1827" "NC" "Madison "
"1828" "NC" "Martin "
"1829" "NC" "Mc Dowell "
"1830" "NC" "Mecklenburg "
"1831" "NC" "Mitchell "
"1832" "NC" "Montgomery "
"1833" "NC" "Moore "
"1834" "NC" "Nash "
"1835" "NC" "New Hanover "
"1836" "NC" "Northampton "
"1837" "NC" "Onslow "
"1838" "NC" "Orange "
"1839" "NC" "Pamlico "
"1840" "NC" "Pasquotank "
"1841" "NC" "Pender "
"1842" "NC" "Perquimans "
"1843" "NC" "Person "
"1844" "NC" "Pitt "
"1845" "NC" "Polk "
"1846" "NC" "Randolph "
"1847" "NC" "Richmond "
"1848" "NC" "Robeson "
"1849" "NC" "Rockingham "
"1850" "NC" "Rowan "
"1851" "NC" "Rutherford "
"1852" "NC" "Sampson "
"1853" "NC" "Scotland "
"1854" "NC" "Stanly "
"1855" "NC" "Stokes "
"1856" "NC" "Surry "
"1857" "NC" "Swain "
"1858" "NC" "Transylvania "
"1859" "NC" "Tyrrell "
"1860" "NC" "Union "
"1861" "NC" "Vance "
"1862" "NC" "Wake "
"1863" "NC" "Warren "
"1864" "NC" "Washington "
"1865" "NC" "Watauga "
"1866" "NC" "Wayne "
"1867" "NC" "Wilkes "
"1868" "NC" "Wilson "
"1869" "NC" "Yadkin "
"1870" "NC" "Yancey "
"1871" "NC" "Hatteras Island"
"1872" "NC" "Nags Head"
"1873" "NC" "Okracoke Island"
"1874" "NC" "Pea Island"
"1875" "NC" "Roanoke Island"
"1876" "ND" "Adams "
"1877" "ND" "Barnes "
"1878" "ND" "Benson "
"1879" "ND" "Billings "
"1880" "ND" "Bottineau "
"1881" "ND" "Bowman "
"1882" "ND" "Burke "
"1883" "ND" "Burleigh "
"1884" "ND" "Cass "
"1885" "ND" "Cavalier "
"1886" "ND" "Dickey "
"1887" "ND" "Divide "
"1888" "ND" "Dunn "
"1889" "ND" "Eddy "
"1890" "ND" "Emmons "
"1891" "ND" "Foster "
"1892" "ND" "Golden Valley "
"1893" "ND" "Grand Forks "
"1894" "ND" "Grant "
"1895" "ND" "Griggs "
"1896" "ND" "Hettinger "
"1897" "ND" "Kidder "
"1898" "ND" "La Moure "
"1899" "ND" "Logan "
"1900" "ND" "Mc Henry "
"1901" "ND" "Mc Intosh "
"1902" "ND" "Mc Kenzie "
"1903" "ND" "Mc Lean "
"1904" "ND" "Mercer "
"1905" "ND" "Morton "
